1,1,1,-71.835,22.115,37.640,37.0,-57.574,15.154,32.988
2,1,3,-81.342,2.605,21.617,34.0,-66.735,-2.042,21.018
3,2,1,-51.155,26.914,66.065,37.2,-41.393,19.541,55.757
4,2,2,-19.002,29.518,84.724,37.0,-16.133,21.772,66.936
5,2,4,-38.473,8.634,84.604,39.3,-28.281,3.461,68.837
6,3,3,-85.287,-14.179,3.539,41.1,-71.139,-16.615,3.790
7,3,5,-87.447,-30.648,-14.486,30.4,-71.878,-29.085,-13.310
8,4,1,-67.497,6.477,58.072,37.6,-56.403,0.955,50.107
9,4,3,-80.047,-11.793,44.030,40.7,-66.238,-14.354,37.714
10,4,4,-57.076,-9.562,77.439,40.9,-45.294,-13.291,65.235
11,4,6,-72.341,-29.617,65.522,36.7,-61.309,-31.863,53.348
12,5,2,-0.033,11.700,95.025,40.1,0.489,4.613,71.670
13,5,4,-20.290,-8.513,97.940,41.0,-17.361,-8.338,78.157
14,5,9,-1.124,-29.306,103.979,39.9,-5.237,-28.362,79.643
15,5,11,19.132,-8.372,98.259,40.7,16.564,-9.052,78.182
16,6,3,-85.028,-29.926,25.727,33.6,-70.249,-29.517,25.781
17,6,5,-83.896,-46.505,6.450,40.8,-70.708,-44.929,4.667
18,6,6,-78.594,-47.958,46.962,40.1,-66.061,-44.683,41.730
19,6,7,-77.374,-64.104,26.858,33.6,-64.798,-57.811,25.338
20,7,4,-39.895,-28.880,93.294,38.9,-31.830,-30.739,74.684
21,7,6,-56.069,-49.118,80.686,40.3,-42.401,-47.736,66.231
22,7,8,-37.079,-66.678,87.378,38.5,-29.566,-59.889,69.972
23,7,9,-20.119,-48.819,100.055,40.2,-16.580,-44.226,81.225
24,8,6,-65.587,-64.985,61.605,36.4,-54.221,-59.265,51.918
25,8,7,-65.270,-80.772,41.942,33.2,-53.237,-72.288,37.074
26,8,8,-46.473,-83.647,67.196,33.0,-39.772,-72.949,53.073
27,9,8,-16.520,-83.460,82.647,33.1,-14.397,-70.930,66.874
28,9,9,-0.559,-67.109,96.113,39.7,-3.895,-54.457,71.878
29,9,15,15.737,-83.958,82.348,33.5,14.146,-71.261,66.703
30,10,2,17.840,29.239,85.234,36.9,14.259,21.724,67.194
31,10,10,49.824,27.354,67.243,37.0,40.025,20.213,56.911
32,10,11,37.492,9.942,84.648,39.0,26.791,4.454,69.829
33,11,10,71.344,23.106,37.681,37.0,56.558,18.243,33.716
34,11,12,80.866,4.380,23.264,33.4,66.287,1.652,21.358
35,12,10,66.337,8.158,58.736,37.1,55.639,1.697,50.447
36,12,11,55.859,-8.634,78.224,40.9,44.131,-12.083,66.243
37,12,12,79.353,-10.899,45.643,40.7,65.581,-12.584,39.244
38,12,13,71.228,-27.778,67.002,37.2,59.380,-29.903,54.281
39,13,12,85.078,-12.698,4.825,41.1,70.959,-15.756,3.812
40,13,14,86.471,-30.117,-13.132,31.0,71.939,-28.479,-12.700
41,14,9,20.095,-48.636,100.077,40.4,16.721,-44.006,81.195
42,14,11,39.401,-28.293,93.506,39.2,31.895,-29.659,74.270
43,14,13,54.798,-47.767,82.138,40.4,41.616,-46.264,66.615
44,14,15,37.194,-66.437,87.445,38.6,30.186,-58.843,70.135
45,15,12,84.951,-28.595,27.436,34.3,70.241,-28.296,27.273
46,15,13,78.473,-47.501,47.691,40.3,66.074,-44.187,42.081
47,15,14,83.928,-46.190,8.435,40.9,70.328,-44.159,7.384
48,15,16,78.121,-62.051,27.562,33.9,65.312,-56.526,25.661
49,16,13,65.533,-64.259,62.278,36.6,54.451,-58.185,52.283
50,16,15,46.356,-82.981,68.005,33.2,39.571,-72.500,53.447
51,16,16,66.047,-79.714,41.904,33.4,53.553,-71.577,37.290
