1,1,1,-58.802,54.143,23.513,30.6,-49.133,46.016,20.011
2,1,2,-41.387,58.420,48.855,30.5,-32.292,47.635,39.196
3,1,3,-58.817,39.436,45.984,37.2,-48.600,31.247,37.882
4,2,2,-15.837,63.087,62.131,30.4,-10.534,50.217,49.291
5,2,4,-0.417,47.185,78.028,39.9,-0.939,35.889,57.837
6,2,9,14.824,63.339,62.240,30.2,9.969,50.953,48.589
7,3,1,-72.412,34.597,14.859,34.1,-59.347,30.002,13.237
8,3,3,-71.835,22.115,37.640,37.0,-57.574,15.154,32.988
9,3,5,-81.342,2.605,21.617,34.0,-66.735,-2.042,21.018
10,4,2,-33.621,44.199,68.798,39.2,-24.988,34.649,56.478
11,4,3,-51.155,26.914,66.065,37.2,-41.393,19.541,55.757
12,4,4,-19.002,29.518,84.724,37.0,-16.133,21.772,66.936
13,4,6,-38.473,8.634,84.604,39.3,-28.281,3.461,68.837
14,5,3,-67.497,6.477,58.072,37.6,-56.403,0.955,50.107
15,5,5,-80.047,-11.793,44.030,40.7,-66.238,-14.354,37.714
16,5,6,-57.076,-9.562,77.439,40.9,-45.294,-13.291,65.235
17,5,7,-72.341,-29.617,65.522,36.7,-61.309,-31.863,53.348
18,6,5,-85.028,-29.926,25.727,33.6,-70.249,-29.517,25.781
19,6,7,-78.594,-47.958,46.962,40.1,-66.061,-44.683,41.730
20,7,6,-39.895,-28.880,93.294,38.9,-31.830,-30.739,74.684
21,7,7,-56.069,-49.118,80.686,40.3,-42.401,-47.736,66.231
22,7,8,-37.079,-66.678,87.378,38.5,-29.566,-59.889,69.972
23,7,14,-20.119,-48.819,100.055,40.2,-16.580,-44.226,81.225
24,8,7,-65.587,-64.985,61.605,36.4,-54.221,-59.265,51.918
25,8,8,-46.473,-83.647,67.196,33.0,-39.772,-72.949,53.073
26,9,4,-0.033,11.700,95.025,40.1,0.489,4.613,71.670
27,9,6,-20.290,-8.513,97.940,41.0,-17.361,-8.338,78.157
28,9,12,19.132,-8.372,98.259,40.7,16.564,-9.052,78.182
29,9,14,-1.124,-29.306,103.979,39.9,-5.237,-28.362,79.643
30,10,9,41.232,59.179,48.129,30.3,32.230,48.803,38.145
31,10,10,58.579,53.906,24.739,30.4,48.247,46.798,20.402
32,10,11,58.283,40.934,45.288,36.8,48.351,33.012,36.664
33,11,4,17.840,29.239,85.234,36.9,14.259,21.724,67.194
34,11,9,32.853,44.739,68.910,38.9,24.637,35.211,56.310
35,11,11,49.824,27.354,67.243,37.0,40.025,20.213,56.911
36,11,12,37.492,9.942,84.648,39.0,26.791,4.454,69.829
37,12,10,72.157,35.093,15.105,33.7,59.275,30.339,13.621
38,12,11,71.344,23.106,37.681,37.0,56.558,18.243,33.716
39,12,13,80.866,4.380,23.264,33.4,66.287,1.652,21.358
40,13,11,66.337,8.158,58.736,37.1,55.639,1.697,50.447
41,13,12,55.859,-8.634,78.224,40.9,44.131,-12.083,66.243
42,13,13,79.353,-10.899,45.643,40.7,65.581,-12.584,39.244
43,13,15,71.228,-27.778,67.002,37.2,59.380,-29.903,54.281
44,14,12,39.401,-28.293,93.506,39.2,31.895,-29.659,74.270
45,14,14,20.095,-48.636,100.077,40.4,16.721,-44.006,81.195
46,14,15,54.798,-47.767,82.138,40.4,41.616,-46.264,66.615
47,14,16,37.194,-66.437,87.445,38.6,30.186,-58.843,70.135
48,15,13,84.951,-28.595,27.436,34.3,70.241,-28.296,27.273
49,15,15,78.473,-47.501,47.691,40.3,66.074,-44.187,42.081
50,16,15,65.533,-64.259,62.278,36.6,54.451,-58.185,52.283
51,16,16,46.356,-82.981,68.005,33.2,39.571,-72.500,53.447
